id,algorithm,curve,digest,signature_r,signature_s,private_key,public_key_x,public_key_y,duration,return_code,nonce
0,001c,0004,0000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000c7044eb6fdde6335fa6339dc56ce793b88bd3a8d6bfe67cb745cdfde279d9ca,7fb26ded900ee181bc0a57a899e95e50de1190a93153414a21728a89506c15e55958ca38a38b1c26d138a64c4dc7c89b,7c722aa47fcb0a628f65b6faa69d2df1723b3ccdad9475fe55f82b5a6ff066c3c6530cc56579d09241d160871587e53c,a893546085d40160a7c65be850e451f6602329db585c0fca37366a2ca8d41257c47b244522824e1a89f1489d44394820,457a8a7edb6ee8cc0eb2b585f3944f68161e621de4c83df90ac896af27a7cae82cdcb79b6b49a506207a753f9190421d,0.099385,0000,7dd05a6b6025843c5c982dbb42fd49d5c952b48a4c45705af4bc045e0e774504396c1dbdce485eb70bf577fa3a2f646b
1,001c,0004,0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000c10d727896c268481a8ff1f7f4722402f25ebbfb81f1f2b69dd02f9db4907bad,00371cc637faac9fe37eb95bed31d9b55d1eb6ddba2b11b4d2befff15c623dd2b3d2992e07d30b2cb999dc3bc5bb1051,7c722aa47fcb0a628f65b6faa69d2df1723b3ccdad9475fe55f82b5a6ff066c3c6530cc56579d09241d160871587e53c,a893546085d40160a7c65be850e451f6602329db585c0fca37366a2ca8d41257c47b244522824e1a89f1489d44394820,457a8a7edb6ee8cc0eb2b585f3944f68161e621de4c83df90ac896af27a7cae82cdcb79b6b49a506207a753f9190421d,0.099228,0000,5d79d728f74168676c6aca9ec70d2a0f50fc10de6864ed830be4d8c09546456dc7ba520fd84e03c5420d79886b71269
2,001c,0004,0000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000005dd362cd8104a8f9baf6a640ed496e3962a37b85ab74a453fd6e6a43eea16b25,8f5fe12f93f2c606fc2ee7f687f20d08ec8285aa8c79ed7c88d5126c68a7491de493a5d59efee7cb5dc7b7627de53028,7c722aa47fcb0a628f65b6faa69d2df1723b3ccdad9475fe55f82b5a6ff066c3c6530cc56579d09241d160871587e53c,a893546085d40160a7c65be850e451f6602329db585c0fca37366a2ca8d41257c47b244522824e1a89f1489d44394820,457a8a7edb6ee8cc0eb2b585f3944f68161e621de4c83df90ac896af27a7cae82cdcb79b6b49a506207a753f9190421d,0.099133,0000,7af12a74afd8017f9b5557cb178044ae3df1cadae9d03b7dac71c8c746c3634f8113399103c34f07dc324c3315eaa121
3,001c,0004,0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000d7f16ffabe4b4f43deadacbe82147a69205d9d4a17e800f73030b6f32e256bed,aaab3920e968e34229b4e85e0d9baa1c9b35ccf1307d0fe862eae7d450a44301d89cb67c6bf10f07a2b75737c36533c4,7c722aa47fcb0a628f65b6faa69d2df1723b3ccdad9475fe55f82b5a6ff066c3c6530cc56579d09241d160871587e53c,a893546085d40160a7c65be850e451f6602329db585c0fca37366a2ca8d41257c47b244522824e1a89f1489d44394820,457a8a7edb6ee8cc0eb2b585f3944f68161e621de4c83df90ac896af27a7cae82cdcb79b6b49a506207a753f9190421d,0.099141,0000,71ff6f3d35d07dce493de2530f19e16119741e3719431a2c03bb9fed58a5724932e71a215f2fa1b80db25b3f019f0153
4,001c,0004,0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000fb714f9903b1bea174eb1cf05852b60056b64ac4f4a81e38cd03e1e9eeef890d,8db13a08e7583ddb598da376ceaa199e373a2be7eab4d4ca0c4faac9d7d3fc3bfc26b21c9c8b96b28bee5982b1e85162,7c722aa47fcb0a628f65b6faa69d2df1723b3ccdad9475fe55f82b5a6ff066c3c6530cc56579d09241d160871587e53c,a893546085d40160a7c65be850e451f6602329db585c0fca37366a2ca8d41257c47b244522824e1a89f1489d44394820,457a8a7edb6ee8cc0eb2b585f3944f68161e621de4c83df90ac896af27a7cae82cdcb79b6b49a506207a753f9190421d,0.099113,0000,207e38c3679d2c70bf38723a19b5cba699c3f01dc919c5678e033b4f784acd2e2e3fe09a401585038bd94c12148b8c16
5,001c,0004,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000004248856dbddd8269766ea873400c83f093c438829b5385295c228623865d338,7dcb6fdb6b152afa8dab16511571dcec5e2a28e176195726dd5e25d94bdcdeb3048e5f195ff2f7047bfee54a620530a7,7c722aa47fcb0a628f65b6faa69d2df1723b3ccdad9475fe55f82b5a6ff066c3c6530cc56579d09241d160871587e53c,a893546085d40160a7c65be850e451f6602329db585c0fca37366a2ca8d41257c47b244522824e1a89f1489d44394820,457a8a7edb6ee8cc0eb2b585f3944f68161e621de4c83df90ac896af27a7cae82cdcb79b6b49a506207a753f9190421d,0.099031,0000,390fde3bfe0d25796cfe127f609396504b447af1169a2df4a19eb1f2e30d37bba3124493d67ede4b253d88d6b2e9dd09
6,001c,0004,0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000e386be28f627c9ba33163448b1f8c803e2e4ababbd18892a862374762d83ad33,d6c11ce38166b86796fb461cca7660de1cd3f9a6020dcd8cd31b01445a4478a39c1155ac5b31a9b4486f7037681784a2,7c722aa47fcb0a628f65b6faa69d2df1723b3ccdad9475fe55f82b5a6ff066c3c6530cc56579d09241d160871587e53c,a893546085d40160a7c65be850e451f6602329db585c0fca37366a2ca8d41257c47b244522824e1a89f1489d44394820,457a8a7edb6ee8cc0eb2b585f3944f68161e621de4c83df90ac896af27a7cae82cdcb79b6b49a506207a753f9190421d,0.098992,0000,8d21173dbf2dcb2debf5a8c7030ddcd0c24a886727750f4f09de02affec70de159960671972f9b176b5d88938dc3440d
7,001c,0004,0000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000001c18c25c936491148bf27104a2f35c9e3f75a95db208c0620c4e3c63276d7f1b,20919f07d3ea155d977546edc82c7680cdd80428cf9715846398a9daf57499f3e364db169c7d9e6c96c86e2ff7dc0445,7c722aa47fcb0a628f65b6faa69d2df1723b3ccdad9475fe55f82b5a6ff066c3c6530cc56579d09241d160871587e53c,a893546085d40160a7c65be850e451f6602329db585c0fca37366a2ca8d41257c47b244522824e1a89f1489d44394820,457a8a7edb6ee8cc0eb2b585f3944f68161e621de4c83df90ac896af27a7cae82cdcb79b6b49a506207a753f9190421d,0.099018,0000,c10681237cfec512de13e5f56c640ac1241d56594be633c4be76f7bcf77c4a844a672a9cb1c7dfda463d0776b094739e
8,001c,0004,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000050d517be4af0bf1a3dbd88eb8d31da21d8440e81cf4f79e6e501151e7be8027d,bb886464e5ac334592cecef2216bbb293725f8b45b98822dbf339d5843e03ce4fd9353584bd023b6ec9d479a31ea3d13,7c722aa47fcb0a628f65b6faa69d2df1723b3ccdad9475fe55f82b5a6ff066c3c6530cc56579d09241d160871587e53c,a893546085d40160a7c65be850e451f6602329db585c0fca37366a2ca8d41257c47b244522824e1a89f1489d44394820,457a8a7edb6ee8cc0eb2b585f3944f68161e621de4c83df90ac896af27a7cae82cdcb79b6b49a506207a753f9190421d,0.098192,0000,8b60db5870c5699490919852ab1c0fbfeeb2fccc36135414f2ea814ce0872c01d918231aa1e9ef72a1a4a1d7eed5457c
9,001c,0004,0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000c2285afd7f25216a14fe0b01207d1b764d1690919f5b28f4f247d57d3b13d02f,1f614dfdcc2f9c9a6081ac436917e6899e962a2ea4d38a2a4e6d5596617cc9f42828c1ac3ee16960416b8eba361d7f48,7c722aa47fcb0a628f65b6faa69d2df1723b3ccdad9475fe55f82b5a6ff066c3c6530cc56579d09241d160871587e53c,a893546085d40160a7c65be850e451f6602329db585c0fca37366a2ca8d41257c47b244522824e1a89f1489d44394820,457a8a7edb6ee8cc0eb2b585f3944f68161e621de4c83df90ac896af27a7cae82cdcb79b6b49a506207a753f9190421d,0.099096,0000,93a9eb4a81c673d0a8c2d134f255a4b460f77c31bd80eeb405531c71c4de6adab2b9a0361e2fdfdb7a27966718035fcb
