id,n,e,p,duration
0,ca5670689d08258f50e7ca08588b2e35b6b7be3344aa7f4d6a2cfa967947c51f982d8327120b9cf8b9e6c32a193bca7d85c365e78877db1365fce0f5036bd9b0d69a170f05f7bbea914b4431c5e8ea1ce5b41bdfbda316d254eb0db2a3506a856658ae34cfe2aa020324592895dbfdf204b0992f2f12f2c3e5a795b0e93c4a6b,010001,e3fc01766731ca90dbf9dd188b98f80eb977933674e35eb4ee3575311a1b1d5bc78359767eda46647515fb9a0a98ea2584be76ec1bbd5ec1769f95a078eb0b79,2.765059102
1,ed011f2feb36388fcfa0b9f4a417997ccd1e9278bd9fa71a7a28a4485d74f75afe80556decc5de13605dd6f7cdaec585a8664d35a883fd037da0666846bbb890886e6eb33908b1400ecb55b4900c3744f8955e0f2db9a8aa9be87a65c4b5fba833f9d94b2fcaa923ff010bc92ce74a1d9ea75f1fecce94ba9525c68d3bdb18f7,010001,f047d0f56a207359b41d719bffa01574fb6cd02b63b4d99f8545fa659c055b1664c7f2af802182cad3ce2918c573449ea86feb9450c3d0ea119c571edf143b2f,1.663492905
2,df0ff07e96f511c33f5d0d53720633ff5a84733eab00478db0e1e919c886a5720fadfb3d122e48290f9d017593f2de4230782b68cb7c2facec00264bb7e965d2865299ba59b2183ee45423b7199c028b5f68ebf44dfe1aab131883a8b66bb7ab2538a05bbf4ba2467f88f2065eb8449caf7d1fbd6c58b7dce1b1fed236047185,010001,f3e808a7a90ac50b46b1009783c0ccb5d39246584886fbcc284b5281b747fdb81b7b2cf86d5fec6e221162691407968bdea3b79537ecccb341d1778be6b969f7,3.133733686
3,9c4d47459a733dcf572ac807ac28157caa94529110df58255638e45c7f55297b965ed3f403fa85e682b9ef8ac39c500d077deed732caa003f53b0a455fb8229ce8b858a4f6e8eec637d9b3d4a693ce502a3e6510224ff97b3ec3aaa7afe15e7d8343c8d77b99e9f3786075e14019b4034d8dde827461de8dff2f92e5311eadc5,010001,d9ab11956fe56bae702b2b26c8406fd6045e5f7a4bbfc1c9ec215464454a98070a606bf658bd07673d08c828756e81c3218cfd608f784ef7ddcb9ad6f0f64aff,1.050556418
4,95fa5af75c9bccf9f201523e7cfc037542a8168309623a35ec2b898e4fbb856cf05cd55d30a1c30cde7fdad23c90e5c02e6976dd9ac8113bedddfbd8c2b68da1f8e6a2dc8d1023d6eb49bbcb0c33f827f82f27cab243162e5ab6d9498fde30cd80fade0ce366c3bfcd392ea0fbb88f6464f3d418d32df0d01a605c6bd1e7730d,010001,bb14bc9954f1b66db786ea894ad5dad268296a65a72f7c414c8468f754fc298a5fe3aece06f894759b6facab23db05aa99b793d9e2f17c3e78aa43c5643f7bff,1.678792280
5,ab79301a5491f13cb0f255ce644a4fe15db2abd0f23365f0d02f5cf5815ce31dab51b6f86613130dc22717104280c13700a65880bdafeec0a49359143583f619dee61fa5d3139662bfd5b9c9f1a05dc310ad1c14f08d95fdbd2e2b50c4a1a0b7b9525e2b40bdbbba921043ea672bf7980c5a1ba5475891b8c6299e50d0f31c2b,010001,f17f2c4ccedc119dc27b61d48743c081139bdcf91026ba6ef0474283f2f786380aab7587c8f79a5768a172e9e9385308fa96ad7643e7138b5e30d9c9a238ea2b,2.307481890
6,ba6cd54bf97a744550c829e8295a80ec2c9559831f6c1ec6a2a530636c347c69d2168a888f682583cd8519b81eb6a18dd15a22cda454e8ba15e30c8ab8ec92632847e455e4fa147a473c3502625617a6c0426c89ba805902f757c65e779728130e9820a59173ddd91e7c7b414e3f1b87530e1cd1655c40e035c785a5f6c583c1,010001,cce4f7a83df042192d674e7e1875f3ccba1ce780272e5c2b84e85dd2c142916b386459e9f432b112e60f653dad99d9d0fd8f5effe2f7adec9d31b6c50a1cfee1,1.625909787
7,bc99d129f31065710b8d457a077a6d87e9ee660d4d25ee429c912e056744b2ffad945531a3c6f882ab39a8ce63467a14a8d064ed1ad60d80bb74eda70ec83f2b99d24743a68976e120880167dde948756b30333eb0f56484d8d75fe28c00e7b57a6f8be87d0ec475510c5fdfe581ff1902437bc1213bf45f7ac7f3194d2919d7,010001,ff8480a41ec329c66ace7255f6cd9d9a346a6327af6771d5685e6559fdf4ca2e65579392e084e1954746b9f28e763523f984c1d94a42ffed1dd3e771f07dddcf,0.807465339
8,b22735ecfabeb69be1028812eccaa9ead17064028be554c6fe08bf2fbdae2244797c2b1d150cbcf0dd768fd846b7a3f1c8901ac61bb7c9d6a4e2407dc3f72802116030f7eb7ea143502ffaf0cf4da529019c1bde9b72d90fd754468612244217928421d91d80f92f6b457d8ca901492e375dd959fc8ba507b9dcded39ba9eebd,010001,e56aa0328c6a7be87eba22bc703ae4591e56274f57820ddb59310597702713985689fd49b67c1a5fc065c796861a7ba755bab2dbccf1ea474756e5888cd515e9,1.515507557
9,8c94af71f1bdd2e08ac9f57891a9e7e15acd25c27d2ed01268d6561756d522bec898f4c286a39f371e4c7a6883b5161e69de416917089a971ec823958779a729a21eccc54124f11b5715b8dc39e5855243dc8140280be8ad87fba8205211db80420e272d27f57d13379e02c1485e3ab458094d6c2b8b93fbedd7370c4651dd8d,010001,c2f98d8175b6eb76873ab647eca780aff9c8448d4cc80a5bb29cb36faf1f63241d63bf0fd69d23528e4d99fc8af75be52f4c75015c9b8ac5e1659ee119f02075,0.638505340
10,e5b52baa1b7702dfb0d27fd21a723f62590d7cecc27782d8be37a326d5ebb20e57781a5e59700b2a712b4b0d3c3b6e5a38096491e0d26c86bfdbc5149478dcb7ce5993853105fdb146e9ba1d0e5717753c3b880da3e39c478112ce635c72a81baf61a5dbf695f31af13334cc9a30c77a67d12caccfe2496dc81288490b34cf33,010001,e6afe52c3888118a55941b056e2c78da07b2b7ec0814451907795440d570e96ff4c8dd3341f0920436f7527e0bdc86ebafb6f6aff1d007e9747e41155670d7eb,1.513970786
11,aa290e6f58e51095581570ba3bbcf5a196d6b7df2e7d0aac20f23bd0f00d897f14911931dcd0328a257c7203f2054b3c8d999c9b800d18879bcdbba91450a9ecbebba938d306ad3ce1d96cde74d41a0635202f3d3872a2a796e11121bf1b05f591fd774bbea82a3613e5fa7cf1dd20961d3c76747bc98da22e4a9077b58b736d,010001,b7d83892f9efcf50585c77eaeca1c9c7850aef0a9494439a966c8890925380309f456725332464b7cd985762cd2759d88900764176fd2e3cedb82adf127e0f4f,2.814046779
12,c255e65d737a28a3959d9d06c201aa18707d0470c70929b11d4396f0d4ed4c90484c0769d099829987db2a93a4d3d10f0cbee06fc01d7ea18be2882bc53ea9e22ff8d14ba80a86b35e743200fc1530e84613442fb7bc6c09a56491b7445f3bf4b7bc31d39a96ae5d1a62816d012272472a134a440d5fc9f079455106617cc7f9,010001,fb2ff6b202d1c7df6af958b6b93ef954cea1c9b34e38c29e89022172240c6bbdccba3badfb85036eafe7482d610aef89c13dd6c749527c323debe4bcfc8c74c7,2.053473742
13,e02bb0db89b59165ca4ca82562b661bada565d1a8c845c0892a217c4965868c84d8aa7a5142346a3fc9b2c5ea99aea5e416e35258857d79f6b20e987e10f1e3019cba83405dacaf0a6386469193f977034c03d9fdb16aabde0486e872a4db7559043c3167f7e65571a546bd09e60f5cb9530929fa986c85a75f1ebe3dbe99159,010001,e1e544c2f7633475ba25d57ae0cd75714af0e1c35b4a89ea82d99a00f3fc2d2a2a3b7754415e9d27872990e95a75bc72e7e8a7a5c4ad27d4521a213b3d35b1d5,2.216545514
14,e9776ac8d6d60cc72173b45ab900a2c16805f2e3099aa8c6262e05a141ab8b3c6d6782462d0ab5976aede7478b0cc990adf3279404ef4eaf4050362d3fa8b36598b13638b39ce5fed29aeed6514eb5ba73f9457c1fc47f192666b6f80c2a2eae8e712dc5c8f285f74c4c76fd6aad184784d372d3bb309689332e5abbfbee59bd,010001,f8135c6d8a9f3252e92d382ba92b3cba61d7652e38f082c21633d63f97a8f18d94ab529268398a3edc56452672720984b2b8552070eeec8dbb7511784b26d9e3,1.097434725
15,a59fb4b4cdef973c7d3fcd9194cfc5ac376a1a07ebf1b75c6f03b52dbabaf00eeff9dde45d400b6d800375eb3ebe28d6606d728fb3a4e27db1feea7c94a4b5dbf54bfa101ddcc395ee947ed884cc0699dca30fa8990b47decfaefd5c4ca7bfb69e4824521aed0f667b26816faef8425523afc3f0798612133e3c02bf78e80db7,010001,e0c49b936ff9976dff9eed5586848666356726f0fbd5a1834f277b4a623ce859048a825872694681f9141c9180585626b50b37fc60a03cc0f195f3e4cd28ea15,1.111564727
16,df88987b889cc1e0904db709066c2a0e1f91da4f0d5dd97aff2af1cfe0c85329f87a6c1dfa9b88bcdab469c5815499c8fbe23e18aa564785a2a61c058f19c682a8e50d528c689d6efb16b10847bc85694f4eabf9000237086915a2fe8c14a383004712f59dacd0831a26669783e15b3f791d0395a64787f52cfede0ac547fe5b,010001,e6bd64a7d0ed97f7da32341424b6f757220c5c27a015a858f73cda7f759f624a00cc3af319ed1875a744bb5373012b383a927edacef53c3092a0d97d65b6b755,0.790494997
17,df8873f582527ee9f4de98d84a4867cb3ad2fd990033491807d5c718250a87741c73d6734b9381d603b5e7b7186e4d30a189392a711378e768f47a1d159149b61f60786c16546346bdbec1f0dfc0a2f5f3c6e907b8b4f9c2d1a7b229fee45b09a9f6674b6b063809e5b87fe4edaa951f5b39e5bb6cee6b0ef756ad92292ceb97,010001,f50d23dfe8241b33316edd4ccfc24a015a14221e77b912ef3c59a7d267163f1ee1983843f61dffb75a48291a5a940fd3bc6b52051554bd059b1b8865af718c47,1.578756550
18,d0cef07028e876b9d4a2d075a814d36fd2813d10e49c4ad5fa1d658e34497cbe46c0b5492852a014bd399669321f74ebb00a065311575c9caf0f4cb8d3ffacbbd66588da6bf78b661f09e3f8f6153307cc4ee8fa61a7f8b4d7ab3f9743eea7695e83cfb7583df859a7556104d84aae8b4fc646b70f10e7c8d4ae92591b9c3ef9,010001,da65d66119367551d7403379e12418044e65a496d7f6e6c446046be1132cb1e1989dc28d549103ffbadb3763abef9d076affbcaf55a74fdb27ed7cf340ecb94b,0.892829156
19,a4e1a9dc57de4846fac74317da62a9d68d92758b5587a0a7d73907ef1ecad410d162514d536e5d7de760ab495c7063eeaf48cc325eb25848d822da15c6d75dae64c76517e9688df2c98b9c9dbcecaffadf5296ef41ddadebd266f011189ea1800c7effb14e23d9e35fdf9c423e52d444d8428b86ae4d0229f0bacfc98f24a085,010001,dde473bc2b4f445e4ec558b11e40cc1f0c6725b1a13c640198c2eb0934a1ef8018fff8cb33e959f7ed62898334f84aa0201c8244863d7aa9c214e203224b2a6b,2.621469065
20,b57fc609dc47e1ec6b5e41aa9c08d90f256fff8bf89ba0c3baff3afec3cc5f63d26faf3941720cec8ff4930235659a5be2bf5522e02b9b45646ef773c45505f497cd966579907d858dd17597df10ba472c3427848673044421217bbc8434d654f6948c81ee81dccd412121a94dca29bd11084efd14347fe4588176a16d035e3b,010001,c8d8e9c2400111eeb844daaaebeff7c462f0f3269b2407fe6b7b8138eba6a9b1c691401f12250323b867017d2358dc44dacd49b62bea32d13f2d3a977af6c8cd,0.893221415
21,e425b2c4bd884f70f603632314d59e544e0144bfbe9d01770949f7d85638d41514c2538e86de5d046fe8351ccce9622407b0bf1a584642d8ff6a90f527360d71afaf13c5214b828b3fcf5cea5152c73948f1d13400a10a7657a741b2f400d93b8e0e8a8776d0daaefe1999aa55573d0840afaf48b0fb6fa110dd06e1637b5eb5,010001,fa919e330e23673da478ccb86c5c6dc145648cd40cdd81616970773ec7497455c87ccbb95188404fd3196202b4034c5e3cfd8ee5481b8c15f7c7f60380eb35c9,1.212480513
