id,n,e,p,duration
0,e89e142c84492624d259ec813a06da966d6a93f678ce13a1c8abf803123c4e912bbe8ab1763ca8021da311f18f542e15710265402ea8ec8354e71a4fd2727c7518d8c1be8f886c5c8f40b271a98749b050c33e024893fe1f9b8805da5335d9d83bfaf4cc8eade2fcee63a06d109c2c910b269d29af97b0dec24aabf195365742ea70dcd446dc92e2b98bc7b9e72f20a7880c0f7c994292337ce7e63a1ca8b1909f85e5344f942562be165d29ddb0c5b9c4d5bd8c4d518003d7ee180aac47daf08a384900a2d74b4783c5073eebed0ed2fe5b9a4d99b80bcf811c24e6d6d4cb7af0848cf6618e423f23d6b37c509de2daa6a9fdab2d8a12c5aff49be41a48cdb3,010001,f7fdcff440e9c0b163b6c35c8d506a1378a635d44f95f0170f4f5266c36c9830ad7b54216982e093eedc9af085d242c61e7dcc5a7108a6974184f61f1c47e14f7ba28298a414b8beff89caf26b2ed0850527cd6f2d2af60597b0c3e6e7a441d49a61e681701a20b8f871274530a113c55a21b642d7d0eaef001605e77ceccab9,3.728646442
1,caf42253b9f619415cb7334e6c92040047941774ae441f10321bf4360c2edc05ba8ce8647c6ddae4b605cf7e0bc92b0ded8ecf8bc555d7a8bc60fc7f718c30cc9815f5662610b89a053509af526950579764671cc860902579eec91140f969186a6708415e2d40f6e627d53dcc1862cb49f900154e9bccd275cba44eb3b1250001e8c5d0b30cdb615b1aba7cab562d611a56302c0260e846ed80591ae4048982a78f70d3bbc992c1048dc61fbab37e2b619f69f848fcd5a368ce6376849b126e2aadbe1445d2f6a98f290c16053d65f03174d92bf6d1c1268101ec3ceec607b67e7709f3066dc0ce1fb484db45ed5d92ce01bd6466e5fb6b168aac1ae0513077,010001,e4708dc74816d057f35d6a408081015386b592be6231e7a06053013cc5d818649306df42f3832c5ba3e3b082925ab67df32442fec8614a47feb69fae566fb204bc63ecc0808cd3b021174ca5c67d8a8cc23be11d815a2416eea2be49362c2ddfed8203a7c01f5259d5eb7c7d0dd36eb7508cddbe8b43e2cb886ac7dac954583b,3.224711316
2,b6a2feed4d9d90caa5b2c0fb977b9cd10616036f994cbf80a2fcd1b69a5bca5efe076e3b35f71e5c35792dad392b5ca5c779d5c196aa5e2b7e854e6f4862adcfd01f55dad0678e61efd2e9951dc4a5719dc0ca22d94c7ba4ad61aa3293b22797b3dd72eca0f7969e051d22eb843937781dfa4a04eb7ff049d0c394a3a772268c21404e828a1b0d68e873721ac7783a88106b8b100eab5d4c502851effa5457e09d6deea4b68b05d7d6de409b0644d14ec3b345ca43868966cd8ee227e1440102d10183776c234717e78651a64c4503fb3ade89affe83085efc18c02fe66a094bc21714dabbb4e31e1302ea859166fad54865823faffce0c0d18d6e5792ea3bf7,010001,c76b3aa0ef63576c36eb1004eab7ee851788891cc15c30a41e3200fbd4893d9d47b2b69f06f72c4a2f9c89ee19beafb8ddbd2e3ec2012d6bfa11370e9f36cee589f502ace1cbd3de56e34fdcdc44d80e420293d3ecb75b9961598813bd74f049c7cd44752615f7d15d9caf9d907f0209380ce6448c42cc26e7379238de8e9a1b,8.272705297
3,9dfa5b07c0ed504e5be9ae3cb868389dace410151730a5113346015d7375f3dcc56563aa43bf62e32e452b1ad951278d27ad7600ba69509f6c90342e93875cb61a69163b34e7de2941f0c5d9b37194de6dc67043128217d69e440899645552072c6c38d4e125c4ecc9e4558c17a325c9a7ec8ae9d76a0d390fe48f1c80d47aa00fbfcf3075fda59792568667265a16459fc6a3f7186439a2c2ae7096e15449bbf7bb66651e9b828403f7c39ca575e1760d56a31605ee0ccfe15c5a37e759d695729a2ef5420af826b802fef0c658f57812f67e3fe7c4af979022d13d6d801dc077be3e03505359f3533700d194fe472cc4f2d78ea0c262108992bd08a4b5f617,010001,c4e47dabc1f081fd7814bd7799e69546328f2d79bb268e103e146d6d0888b2f3c5d84ab54e9ec07afdd397e50435db4404987383cd74c15fbd8d7a4f437f2f4e5e2470269333da1c704a65e50c9b9511bd1a9625b857d151a0ad9c3fce0e36067e35f76ee520ccbeaeb1c87e8c03e1a6a8971edbc6dd5bac5b602eb05c8b9f55,3.157710898
4,e66189eae3411bced299f81e7748a3cf22fa168e5e117548a98b21d832b116b712736af01555bfaa084a27ee1b77608b334f9b49938d5eb3959bf70aa99081cc204c1c9bfa4ba23c7691e79da4251c2e2409891a137a4c2434d7c7079ee1dd0b3aae4663a34ab51b618741d84f3da15938dc28a649345306cc37bce1c75f909d43d5a16836103abbefb3e359687bdb62f656886b986622228de024ac4244b654257fbc1bf28e80a73ae07d480c6fb8e9ecc01aeddc39d7ef42a27006c1a60d1d6e92e781186b0e945faea1ca87f9f739bbd6837c7a120b103a3f3815b54e1eb60ed8d9eeec2abb94fcdd152f1984a9e0d4b323f300b70a4811a498d3b7317ef9,010001,f013555707daa1bad59c57725113319618041b817941462df77a4c2ef44075c51508f59a9d706c1884b5fa9cfcad1a3af8042cd521de913722a93f49d0cf3c1b3ba516d943acd830a687074b1f8e8b15df1f9f1c27cef70c2b69544c2890d9b6e2c9372f77a09c1c374d97359d7562489dbd7c47ac9e07e3dd40cff4827d27b5,4.509697371
5,c5527fef6771c9251418ba215661f47beabe681124fa138fc71330a04fe0ffca39ab0d6587fba98babade08e6dc822eabb6e91410413dc4b3056ffb3d42e4b9a3d686be99ea69e421c4d1592c43d329bc3b4049a8549a44a5d5f0e504ac77b9283967532aeb6bf7aaec9aa94748dbad8875484cfe3def36c591804aaa17beddc9056451b2953031f453dbd2697561440ce467496df3f4acce2760a6021c2dfb4fc8dc8c5d1f62a543b4ef37f554b3583426a71cf47da2329f77f3d1087d97e82d2d3dab384b3dddd954663e78208039a6702c1b8a6db60fdc0794b6a8980f104363d2e7ebf849975cfc87fd46aa13bc2e13348fa1a7b0c9d1a8b64391431e17b,010001,fa4187ea159bb8732389710d98fa8b3f2e1e3eaff1ae895ab8c7e0e11d84a38594fec810f8ffb3e0c9311fda416343fd71a8a7711452f7ae35cd62b22296dc63dbafcda6c83685b9cf44a46208a6aeab7d0aac9bbc4049dc9f0ab2902fd4c7dbdbcead53abebdce438017aee33d93e805ed387930485641d475f009a797c9085,3.228852965
6,ead4b86f24eaf6f50ae14b7cbba6c8630ab9cbb5c2a8a462bcdf85cdd2b6aa7262608c6a028d5dce7d83fc68b447a3af3d42edff0a71ed94db9cda10424046ab673ff75d852fb0d123705e9a4cf2b86159caff42b10663c03009d9d9ecec25757f9ea98ca61164f8d3b370510bdc13ff3478da4aea542fb56127f23a8dd69ffc817d0258d324e90ae32a7dfd20bd9f65d7440ce3cacef769904e86f2c873429b84b2efd6a95e9f87e7bed196a142b34b9d3fd8c02c1435d3b7572cbfb8586316d51e7770d8d55b44d2a99c9ac4329e1afef970437af61aa5bfeb13b57ac7c785a354188f02bee43b89978d0a6d087f366fc8aa8ab29b2a7bd4e788419bf9c813,010001,f453926217e3eebd8d5bd51ec2aa81d3e1b6f36f92585d4a77aec02123e427bc418070c2d56177f43ad8128ef0d59393edd1bd49fcd9d0ee44aa90a37660ce9b898ecd542606b1180ee62582a2486b4386831af334a7509c303c39cfbccfda53077e466b41f8e1ef34ea4bf59075fa9d2c476f09f2cc20be520ae95fd75a44d9,5.085706682
7,da5e813572bc8a59a3dc2304001bffd30daad941a3c99d0b30dec68e05fa72ab2f51416bf2c33925f08ad01a2c44f0a173db9a64b443b7e510eb83a726ab53f40c8e4304e61bab63eed12fca73463377700c81264c59a2fb50645a453bbd4635dd7dd1b90807c7f3a2f09b85ed9238bfad52a5db243600bbcc76cba4d236aa5fde8eff009c7eadb15564aed3278a9bf44ab72b6ed20b6462ae5e4eff57180f75f25f3d3b0e4b1f91cfd331ddb44df427430f796c6ab5c2d373aebb20b506e7bc1bdaa7db697672658be9803a3b726b59e966e56e5e09fbff6bd90d4318fbea1dabd1709efc08240334c67d61423a3ffa76c8dc9220653578fa2dc874d792a95d,010001,e3eb38cafbce7a67d205b0b9e06daa5cd80d94d50e2de9ba7a7c51ecc193990a5c556272b188f70498443ed15fede315e2515b6823ce17a760f25e74a0041a95838594e641e90c58911241c1baf896532425d470e6c0bca1331e8c3844975065bc139a5a294c000d2b171703d54bd74d45052dec8071044f4549fa19e855c1c9,3.915716930
8,d5a7df9ec9e508ff5800d3a82f9b343bb0012830782d7c202bd1940b222cd19e54e4045c367a07490188dc7e5df86a29688a1a76e382397320985b2c311fe72a74fc651655f6b2a257056a9e1a670022497b938729ab7872c5483c8725f0b65628802987ea60dc175b2697c68ca2f6b2872d00ccf00e613b1029d6fbd0ce9e4f49401f50087c0b55cbc7a2c1f0868b0122575ab8f94aac7864d018c677944fa09c7308e8d1adc420972db3795996d8ec3231d17bda4ac3a6c9b5aaf152aadaede719a95666f3f6191922f83be4c2c0d2643dc40d101036c6e57a50822dd5963ff7128bf4aa8cda1ba83046c1ff277ffd94c3e893713ff4e320f17bcff1596a91,010001,ffc4ba89a1aa5bc54874683b1a4092969007deb2dd5b0c84199be169792ee2d746e9139ae55d415d458ecdbb4e3fd38ab85723b5f73b6b5b65bb3789670ac428f9742806d486ad3f52e6fa7c7dd09765c587573aeec2f7dfe8170884e2e0a94c87e7accc822c99335b56549186939972d6365bd1e3008ec0619fbbf953c03aad,6.039845835
9,b16ce4cff38c6a46ffa6ba5c21b966e3372178ed910f11a827da06acfe2f868ee0e8b9d752e5456d0c242153f6c838312a30fca24b75fdf3de65cada1cfed41c7ee35b2a0f3a606ee6dea99a66c9fb25dc35e41bf3462dd0b20027e5c756f978403b1fffdb6f032f9ac1cffb16bf48366d8084ad9486729fd298b53153e4668caf9882f6ae0457c64937336d3fce7ccc87d3d7397b2b383896917f107e74412f07344b2e64c91b6e43a03a20b1fa7c3eebd4cdb5546390e69fad3ef35d74296c451cbf960898bc1fbefca1cd08cd7012bdfd6bf318dd5af05c5f7952948cb03a2ebf20bd6dbb206db6756e21044fa3cabd3683f9cf5eb23d1bbd7edbb526366b,010001,de2f3428ea26449f0b7e3b7e7294ce22bdb776cd4b0fa3a687183375e74668f2452ccbf8c7968ef54653264fc2a5ae7619fcab99908b521489bfc1d1b576b112649b7ddc949a05c05b648786a3b4932ccbd29d9206bc109430f7e1f36fad2cc3eff769c971f444f6c6a680b0edb9372d6c9d3e0e68dadca48301a664c77b944b,2.840711498
