id,n,e,p,duration
0,caa55b0313d5de469de96ac1eb966c7b636c6809d5e1d5056d9111fcee3bb47a18bfa67994cd34978d75b9056c9b88152a28f6fe570376992a35f5cf9727374c2b85735672dcfbbaae90e8994a3fd9341b99441489f2f486739afaa28f82444a7ba99fb85d9b63cfcd951cca688ff62431d3f83ab77a025ddcb60127a55ab8f9,010001,f23c8bf658c7de1e64bd57b279ec8733f787d6c3a5f690787bf3c7676b11c6e4e7b97898933916d5027808e207e3cc0ddca34ff3932fa43b8a82ae363e181493,0.333054094
1,958051edc9034d0f9caa1d60672740540ec10e9549b56a9f0206199b460c928cfc7dfd24f7ee027b08799d58de0f7aef991854aebc038318b386b191dff0e5280398bccb6d6ac4526c51164d5b76323b72ddf15e42d8730e2194a088810a6112e48df01a77e1c5cad526edbb3e8378cf046cf014ecd7bea34da6f0d16995e1a9,010001,d05a70dc3fbd4f03183a2b28cd231ef5250ad0553283a2ffb555e729dd8c8707dbf98f2ae3654981a3b7ff90a7f3b3e30f28638b30c7d9390ee397271904cca1,0.216068493
2,89ef195609b836c833ac4f9a445c009844b3b0ba8cb0f2a8af3d97b7d4c4db9c4a6757a5d97ea1aa5f073bbbc204223e5c647fc592c760efd71e908be365a2f6e30ca62452aa74524290a388ca3f792f5e97f152ec7af7c594308f25452b2e7928dda5491ce94a9337d14aba2ef9084882011fc60fca664eb6503a12aacb7cd5,010001,c1f680eea3fe6eeedc0a3ec028fdf1870bd7265fafce594ea05886c3b52881e7206deb4c310f69c5538f3591426476efb36e45b3f819760c3fda24c5a1e704d7,0.219180356
3,e9faa2715ae9fd14c0fef79956c6d26f9f18b9a9264c3781339fc479d82fd835d4324fd00f5ce6d9f5cc98bc321a84f3107f18240cd7bffde9084f8a1474d86e4eacd50ffcce48a41575114bf19fec355d2d3765b07fb451e356932c34109d1d61b81a3b85848defe85d85bee1959699b500f73982dd74a15f4f5f156eebb605,010001,fac197e411db239c3d98735bcc97d1f5287504ff4f9d5b471157a8d05f8610b57c8e25a427dd2e60dade67dadf9a1829ba13f812a56a8bef0e7c5eb0cf5a8ae3,0.288077775
4,de856ecc5fb5d8f199b33fcf3d9247ce26cae8e535fa050de1e5893b5d3c7beafaaf66b043544e64550dc39817d0d2bad518fc463812f6b32ea022d55bf8ac0b89b2163e143babc17332128ee33cf8dcb09e75792329424033d1b92c8948531b9e515d1ee9da015833e962c4a3ff306c16002706add26120e1b5af9e33044201,010001,fcb28bd6ff868964a5b8b82739a2af00d34e9cf4411dce66ff34b91ef29f24c27e5503198e8e9344dc03415989bc1996909aa00ce7bef16245c6da812cc43ad9,0.350976149
5,c87c241153dfb8871947eb3abcb6f63c2f0ba51e1e99dc3ff90527ba5a4bb3546c1734e38c2c30f466e6bf2431505727db01e364ff26eb33513f4296e0806e24479a790e39940514a6db7f1b17cf600d70cdd4b01d4b01e9ceb57b0cf83000ff4b7ef9333545dc9dbdf927b5c79510635380e23975ea630485912a63aa9518ff,010001,cd7151ae20715626eda4d3b8093fae4c4275af90d02dea3d6e7ced97c7c0410e65e232dba547d5f94e82d77a390b02b687df3ad60293966a44c91bf4d618f7eb,0.452100930
6,c22df6a3f5d63534b9b1363fbbeced2ff28ab030c530c7e87b168c2174cce984fe4048e10bf5f06736b4bc9c2600fa0944afb928c652c598709356f63d26740738300b5637e39cd632634687fa938192a87366dc6998bb67a2c23daef23e28e583fdbc3553876ceca48143c615aa0e50e85f337389d39d902ab1615ec4a61e09,010001,d7d7f3ab2d1b27b7a0a536e23fdbb4dc9dad67d4ca964a7a491195dddcf1d130e7aa651ba4300e9a6f8af5dffa2829a2aee359fa60c6fc2a0924371ac15f5561,0.298031042
7,e9e0363f934676b2469d41b4ac4c24a28756054497ffadf3447157e641bed188070a9cbe55eb28b6a3025cd5ec38cdff777b221d3a85e8dd59949e0fc837ba1c7bd13c7889cbf7a82d5efe0f66dd36cabe57dced27ea859fc0e08b15b3a7e35441aafa56b5e0657c092477230d15fbc9c9c182b1f41cd16530e872317493bd3f,010001,ea40c584418191e6da4573e1bd7e7243f20c8ed865a3caa8e7c83b2129960c00a0129dee01042b9aa3081c228b2caf057c8ffa1375aba191f4e87d56e218697f,0.353481227
8,d4469a52fe5ba87ac2d14671ca11281851badb73da2f7b46c9ae92d8783b0c5946ea4ace56293f6b288663d94d008caceaf9eb6bd482af6cb1243cf95864ef14fcd5b4ba78d1d7a7ce4366f5d5c19cc2df947da09251b04da9ae4f6551ead4567c78b3691d7baa9aae3fd761c29fc817f86912ae10607fec7d17c40c946261cf,010001,f34221ac7ece41bc9e1eb4cdbc40d956baf26cf89d4b77cbebdac25ea760a43c0eb2ff061cf3d4055b77c308d1517efee17097c90ed391b5d64f768028f36fb3,0.494479491
9,889cb60c30f6c4e79f1f1bdbaac6dffd1653c639dc265f1846204def192d6b567a023fe58a678a271619e8decd26ca8bebe717ce7c134d3977087d37319d0ddff7cc9f00f2fe027c397624186fe62f4a899d43ecd59fcc1e7e48d24bfeed35d0f6fe054ed559fbb831a44a133b4ab2734ef6a2c837a404b3e16cf9f8b1a72c61,010001,b7a34aa6a01d0731dcd1e52dbb93b9e1cae82d6374a53978c1e0c07d68364e1c93a671c1967d9c638f0f93a857c489785db0e923cfa3da88c46e5175375de5a3,0.363169795
