id,n,e,p,duration
0,bd4dd7d2b424f99df71fb8555645638e59452264673cc5d26162ba4878f4625a5d0146360e7a410ed59b9009cb42867efbcd973635e538c5eceaaa0c2d46133f7b380d9813be8831bd0ec3b13ea3aac6b369292947da2100e5eff7ad3ed603e0e58705c8b29d96dc75d20092487ab5fe062e8ee977544be4c40ae14292d95e41,010001,f336c5de77ac2ce066ad29b3575c4bc10b2cd0274bb288ffdf814cff7e14069d61fa2742eafec006d34857bf0808804b7d6a32e02717bcc857610bedcfffc1d9,2.636000000
1,d258a827bbf938c7d24101519699a8932634ae7eade8855265b91c41b233051d6262e14423b74b8cfb35c22d5e9e91ed2f412259cd5d4b987c7d98a898131c635d4fee9a9046f4bee5b117b46c05cb9cec7c63301287f0b83564718fd43a3371765bef642947730b8a22e4edc47f3aec420213c097ace5169299a0a990a67595,010001,f3ea498067421b4cf81d0b2e0c562fb38da3f51434cb86cafb1ca07c1c2e4df686d376020f44cb062e23f33caa1d1ef5d7ba137d9a8c32315916b5b016f371ff,2.564000000
2,b21891cbd0dd29b93307885a1b7fcab238b19316507e05bfac7afe14b971e59a6effd46d6d8d909b1c7eaf35d84da474fb5216e665dd07819a72defeb8480507ce0479e42fb7d0f46c89767f40891c75ce34da017c1026bb3b0f3766a3f5e47f163d8b11ac07f9f3307d6ef9bc36124fb4944d9ece88b134bda1059d207595ed,010001,d79d18a69f455d469fa41ea8e7a8b0aeb76866b70895ba9ab44de5dbd48a4700021200bd2769522d8929b5ee8451dc7938e5dcca3ad3d0208c92456706d25ad5,1.157000000
3,a007a7dec2a7df93c69bd87e64dc5f6ed9987f162ce45dd882d8c11a859ff3c5830245025b0580da7a6ffe5fc98dfe37445753eda17aecff6fcef28270675599701281f46e724edc9f9481492f433538f842cbd396406afca5d9aa3a7ffe4188f3eba65a3be9bd6e23736c6dd8c2fe049acdace25a9adfdfbdd7b36bb91abb11,010001,d5144f8967854e4e2a9e29bd48c58349275486c33af02e470f7edadfe5d8de3b0acc749b229b17d618104271746e9c1325873516496ae4636af7658f098bb7b9,1.228000000
4,c23174a2cfe4dacafebb7b49fe61ac5bc32533fa3d58dade847ad7310efb06f9336a818cf2dbf214e47ea2ef20f7da0fd3b359b64615bd6385f0b8fc7500b844be366b87197a2b3f52fbc40482d4a5004e77ecb2d72941c45598c527aaff8d7f30b0b3eb0f6fb21598cffa2d4e8e7ff69ea56532993c71f550fa35d5555e2715,010001,f7112d2609581b03d06b445adf8fd52031b39cbcf2c201c0a5738bddeb50a8894000e4b95b3d7c8e2780166cef4b32576fce53ad2b3e32f25daf67a4e48404cd,1.928000000
5,f204ba22b7c0b0ace5ac4d1a73106f824d0c57b0bb55e52da86511a822607f37b5c1dcd8329451b58cf31066a0bfbeaf13c9602e1fbfe4167084f2d6150cc14d719ecf7eb125e0000a5e34282b97d877c5edeeac18cbc9347103d174e24b4832dcd47335e84072c0d1732be07621b400c1f91da3cbfba61b70e9ee88bad38867,010001,f9ca746ea2913ac4022c9d1ee12a14b8772b4ed0d7f9710b26353e69b392f06b3e872f0177b437567c0618bdb8c687054d6c7a29b11e6c66ae75c05e04fa163f,2.417000000
6,d466b729744ded5c3f2d0314c1eb73b230c8b6ee6a28afd1e8204af3444fdb45697eec74174d2c7044c47f5543bc62f8e67d0bea9c5ede368f69a5a77c193a841537e73bdb828ca1e4e1bcf2b77927f413f16f879bbd05a93ca32afb32f3917d35140b5840fbf539a871da44f1b967cba99a83219d09f31346d814ff27a8f211,010001,fbd7ce3ae2fb99d84a86b0b68306d3312c1e151a32393ad150637979faadbc741e351fa33c8f13ea3c11de1e3b0fe32ead154f50373c44943d1c978bc80e1609,1.087000000
7,a001e055830665a1a8ac01ee3fb85ab54b7ae9ddd7c3a0d605e2fd7bb023635bc6b769b9a9d5bf8c01c6ea2674628aeaad8bd68499f625021a3d9bd219ce21b4bdd9ff98e372f4c6b8f20c1e3b207723ebf987857b9b3dd62e1ac26502db8844516987079d65de83a618837400f5fb2b8fa5c76ae83534d151a161a78d3dde05,010001,cec0e631a46e7abf763e7f46a48fcb0b4de3b11c65fff0ba2edb10babdf07fdc1e84f67f061ea6fa8c173971e8a8a0d2c4228082b23aa10ef2c6f81242737f4d,5.580000000
8,d56f29cb06d0fbb322723b61c84c1aa5311572acf1776129ed3a0ff92141eee1af07889007791f691bd3654f37a2c853e53d78981f40b8ea51e13716650a7b709a4cfa1e9b9aad5fa07811748fea748e2daffd8f9b52b1cd68d16cb3cdb57ed74541d267d9f9bc57c22dc94c3c98c9808c3f9d2bcedb022388daf719e3469d41,010001,f74f28a05cf1ff61b41bf4e17d0918ebc6303afcaa4b062454764dfbc69bb4a0a28fea05200859426662b2d48d25820eea79c33a25ac1f1a366009a92bdd492f,1.933000000
9,cd3c0ae3e6ce4115e27a8f0e751748eda9cfdc1b3831bd294b53edb1e626842902a4fab3a4224e2f283d3e1f8e3e21583378537ea1474bce5ceb25fdc42da8f809c40a8d53e6078c55c6c107288a9f8f71d17415abfcf9cc90122617d5e555379815379db10f81acf5bcb9fd656d64123fbd3c3d08e42618fa63a9b907de852b,010001,f2f9b7d757061288fe016ecb31c1ffbe3f226686a842d2f80c5b312fa2989e2dfe536d95d05ee1d57bad8e755692a00a32a0f96fdf090f677112dc9b230a9861,3.126000000
