id,n,e,p,duration
0,d0e82eb6ed8c883f7434b7712015e933a9a25b7a1c676a6d8158c20ebdc65ee15a71edcab6c6a9eddaab37b0e9733bd240b4f4f221612035579fc9c73cfbfa86038a57c4cc9397ffc702ab981d7cd0099871875c9637b232681950000382dd60a81c28f97485b785e13c828067d75ea026cb93805dd5ab0d47245ddc36c5f720551bece512a0cb450494dfd41d90f197c7bbcab80257169dd7d279304ddd8f57fc89781e195affa1f1e832873bb4f8a3f519038cd03a70b87b6b194b216111caa6b0eb4445b32c8fd3c52069f862163f972062d9daa6701f03afcd63bd5512387cbdeebfd2a8b699b1db79e3c9327ec83f3c82d318dfcfbf49e3dd52c2ec4dc639f8d3be6f4d724efacc0a140f7077125b300595350c5bf67a943196aed9aef3a837b7d8ab46c03b720bd632c6ca5959be2e52b1ba3ef1117d6c2d3a5a27ae54e5b089fec923ffbe73e5ae2ab1d76e02138e2241912bf7ee72d51c36c66b27330e40ba3556d74faf91528232656cec61153e78f2b284dbe7596ca3f9475c53a3,010001,e87e2208df56f7905b10563d2f51b7457c339b23d15a4ab09bb96ba79c8e6fc66cc14cefdf05e6ebd10dad37fe7fec745593f82342fbaba53b8eef4394afa930e47ece19ab8969f2442dd2de718f8f18c19935e9693390e90310406d24beaeb1ea1d33386a3eb5f0dac319db2cb0cbf5b89b56a4bea900eb1bd193c994ea49a4c9270a93ce77a92805e8309f471580e259069d63662d6e5fca5b47851669bf2dc252cc74b16cf4799e66207701733c5737daf1f5985c29d6547c829d0ac61be9,21.940071882
1,e924159f52392554e982f311c8485c3d64b9a3f438cebed7cf2fbd722b928b094e057f38c8d611cf769c2980f6274c0617ca0dea639e247c3ac89ec32ea1822c0357418321ce103ea022e0a8508cef3c8ca63b72afca76974d1b83e93f19578616cd07960e3d5cd3c51a3abc65770cf743ee442c581f1bafbb9b3a5f471cda5b0788ff74207e32f5824491e6c2a9df09179fcf715e089885601352d4bc4f8602a26b2688ba01829a7dc5fd122fb7e4056a84e3138eddb317e6d76549312388107378f9f758a125f0a0968013149bf9a8cc1d1547782a6e1f794cc619c22a77f3425f2c701f05f1f2b56a4403e00850ed9f400e599fbdd09e26280963ffcb82a80e5b6de85b4c530bb9a6a3e2b33709868967c959023c9c4144b00a1adaec20900b6eb46fa7d82ad7a11cccba5d0e5c0a8c0d08c3445aefc2c6140a7caf8c15fc1d5820f7fb2998042f88094a02716e535fcd442dcfcdd8d69ce0dac78b925af6ddd7fb55ec6e5508680ed9256d39046e249d845336f808562014f40f080f394d,010001,fcf1b6fe76f5548c011867498471001bd73b883a6c80d25394d14969e0e383a9cfbeffe03ed86775ff6722a028a080243169ca2ed9f3cf3d9acfce536d62827218b05ccaab50e9aa9ef7248ea37446f361691d6544bdf2b3e24038be91e118d459c234b35c799bfd1bb1b824c47d723ee92009c3aa071fcd6225f1dae6576cee4c4680cf11559454ccdb1d6c94592ed3051cb537fca34f1484b19e8427deb454c8ad618da02368a391f78d1e4ac2503d30f6d317e53f69720309996776d9d5f5,70.367880185
2,c89578f54b14710b280d09e8555669bb27f08b3341b10ca110ee152cbf23dd8b875dbc1ab3cfe318b292fde3b269f6b5767e8277ea8afe472b3f4eb6c1c93bacaf295e11b8f1f578edde4dc3d71c24006b0d4207e5019580461b9e094f39ec26ddc24cc2ef92891646db4edc7425e69e5144d1dc660a7bc0f5db75b73a5b3c8aebb74c9dc7a4f0b1ae8e1142a720276db52d4ff42e95534494defcd4b47ef75af0a55804235ab5b4e3c2458743a0ce90f12bea0da3b83800fdff1d1ebf7c6231377c4a2f1a665819409506828a22dcedf9a465b83e86a15d1ab1838812f69845d9ac288332325a50d039d89034e2371c55737b3c34d4d9a4aa3503d6b5d24e2adac3186130ea0444ac56e9ecebc4bf342522b0f860fff2d5be8060cc270aca86ab390f62339324073b6544416ce27d0a989328b21fc28f3829df8fe508bdd2374efcc43dd0c20b42baba2e07d533b8cb5d290343a8db47a9e83cfbf0dba994d054d2f335b7a831fdd0d97bca02c4745a7745c2b6bf1930ee7a624ec6ef8c75c7,010001,f6094422aa67eeadc9c6adf3bdd6e9f6d42e5a9e29e840bffb8ff6d98b7f6f421d345309fe7823a23eb3b624c6487b22482d8c79d8f5c8476ddbebd820bb3c642811e6da947178f3a7a6125f63a701db93a44e215d6d3ea1202eef2a325f0aec4ae598a72d4317eb3d3c951f0580b016df97c5079761886ec5cec9794759f40aee6f3c134fb0785f221e9a1b60f9e9b00c5a69386fc4bae7f9447f64afbf4febd2a654c2db9c24a60c512c8220498107bb8cc08b29fa630a5dd548bc6c97a033,18.046879346
3,b2d5ac17330e7ade014393af65836031928eb547472866cb3e8cc2fcf0b2b467d5234c7b5ed0fbd2dace7715049459fe2d82fa2941b127e93ee7c200b097be6a582adb152ccc05d2ee8485e03c4c3ab1731086f6654a3d6796e87203d564fca956dc733bffc4479b992a1542f9792ba14726109919de2a5d0639758cbf2d385a623402fc14d16245c3a5054dd68f02a11e3d07f320665c0c4e02d0e4f2604a6bf2f6b7aa0df32f4ceb0fabe116a0f3b9ee8c01b944ef2bc8bdac94849dd9bd893f0c3060fdd2924881154241e0036d37f45d8471d24f36732ca63af6eb686e9e43d9a0d64ddf59dce4d268619912a1e9790a130a53ccfbdf7eeba065a7f80128a99925757c32609010f9b0c97c7d2948cf7c35c50aca780e3b20627a9750bbfa4b35d6e9feeaa2c3641f834a1526ed11192531193fce5501e6d54f673d6e75ba0b30d37627a5b399df814c4d865b28371cc35bd694869c4d7c3657bda00ef40fb8c0b717139f206c718963be5a037a8c539d57d92a13a432070d99f664a52c87,010001,e12e720d190377f1cebcea36d3b73b907b229cefabb026322e485d3af31dd16462fde7a1d7c1bde71dbd7a605dae32b06ff2f378ac91ea583d867c5b0b923dbc978cb170969e94b699f4c97d9103f2e30c899e598fad2c8104f7c9cd27291a142ee78a10150df335f29d111adeeb06e73ad7078b491db856e19ee6f38f98bf89753e6a4a84a9b20ea9b21e91a6d8672f4783e7d09782a2bf1010c0a7cc68499bbd460d26198e20ac9d93956274482e22996979ae8aee9810e718ab1ae1ea94f7,59.512885031
4,c2ce3fadb764cfb1376c85ec228ed68ff025fe137a0b0a0421db96d8675bead31660a0eaeeeea876a6d691888ef907b8deacf3c788af46c3a8f4157266fb91de4e89f1c8cde1e115e890f05b1392bf5ff5cabf0119eed067b04ba7a9051e2019e4f21ea4bc3801e2447b9f5a7bab3f6980210952face16b6fe09f4afe3e0cd075bda0e9236c5f3e6e9437f418d345cad2767bdaf0b4101f3a2f0a16d7b3bead0cf0a9ba4b5c98a0040f014eedbc6e6185074a7fac45dd3c5aef1a30e2ac30addc45f94419ad40724ee7b99e84aaf9cbd529dc78c101c0d2098395c346f1924f1767c041b76e7a0b4dd432cbbcaa0130404a56a687a8c86241963824b083c4afdeabb6545576e81be55d4492c2831dfab07eb74ecc4cf82b070fe9927a852c7faf779619b4f501b40d199cbf125ca41a5c40ca7d0859772ce63fa244161758f682e120f308b064306bf59d9c9d3ca82055f2e42f9e6af30cd07143a34e6cfed4ddcce3987ee67e4275114c8df6dd4e08edcfcbbe008f3a68b2b599126cebc1a37,010001,f920aa9b6ce5caf480a2fbc09ab522fd653208af52a43857f5359d4cd1e12a8ba9cb058d6dc7bc812fd453fc1de7470b22200aecd3617b33a641915898c39ad8b9952848b0984a1f0c053cddc908562c80258b4166b25e135f8d536aa83bfeff4836fe1c1a88f775042a81a25d7c0486baaa94a73deff23996354994b0eddc6c625346432cd41f22881ded56db34e3675a9f9537d4fdcf7dfe84fb90891c55ec74ad44d4d0e9bbd3205907b0fcd6b96a6d524d5fa41436769999a57b0f6b53e5,7.141882747
5,a3f4b5da26aeb42f0f90ee08868597d24c5c97e09c265aabfc8dab015653f0588c7bec413250e1e0c334edf2ce0b3a5df332360bc5bd3988da6e47042bf9aa8d7137976d0bb8129332e721e51b85b9911485fb8cc596394f91b7d9f277bac38f49e99789f2a22e8494a389beeb2f7c5cb9b26fc969c057d626c044748e45e7da29bacc87c3d981be8623418aec39a167b554f7a34d2e1f829d187728a97464bd2042ce0e2ddd1663126de123a9ca6c910b2274841a5e645fd1ce5050bde83706b4f387fa0efb86b1b987eee4b2a709fa363f39c3aa2537573f0a59d78ca22219e65f619a4af395cebd9d5c414c8537ef9e74475ebfc0e8362c8642d60cca2b2dcb1d9bd60a13ac48d3a5f2e9455e8e4a19d9fbba298c844c952c3cf5c0428cbd59eccb2e9871f19eb56226fd684880c7fc2d674163e331f188f3e570d8e05b25ac61ecebbc6cec761c30201b7582999c8677fa3d73198cfa5d3b1f6a43b21f8fb9dbb1f35789853c6cab219c68bc5dade34d1507c6603cc7ab2032041b6f6ff1,010001,d1b8cb66e6290f60a51539bafc7b8c2e0e74ade322b87bb43f13edb545d056f86f04e216716c174518bf8f3ab901857e6344083868d7380d697fd827f91257663fdbb2abcfc6d977d0cdc63266b29453d866eb7243dbe8a2414b9ee635ce2efd077b8fc91da617c8e50acc1978d806bd2fd39d7ec416d938c4354fd2417b9f8709aab19508a8d8cb5d4eeb1cb5ef191522c113dcc13cacbd883c32c136bdd8d50d43c6839da842619433b2a51aacf563db5213f6a6ff73d1109c099f0c2663a9,8.895882266
6,be36a4f42f2d93ffeb8999112718a2c9163213db7cf0d0f8ad23f2bdf0708e806776b4a9234cfdd294944dd993714a2eff3171cd8b58b420b4e4764c4d2ebf1393d203b9086331085b4faaf493f5e23b8aa16a3c8782a96e5aa01931513a5e3b520a2e9f4ce8b33abe08e7eb0be96dfcb159321f456d52d7a4fe3320f7a997e756bfb0f67bc9f5e74c305d6c9e24acde60ff4f3482f6f5af7d44df5107a0ca22ab1a5fa60ba2d3487ef7a7ccd941adf22ac4bbb85c981b35310e9f3c0b0b766fb5da06107f6b768cf1ef2d5486882a3bc49a3e027a3544bbd08fad6c5db31de15758d0a2cf4083402a8ca8acffa46e423f820d6b1ec919e62713dfcb1c65f110ea57370254e7da017a2b6e06138b1e6767c1bf953c1a00177b3b4ee4c2e62887f200b26558fddc9d6206ad617e2017ff4f81f9c7743796460c8340540e29a8fd1a01d1fd011bb1549f2623838b8f8fc8a77348813c802edeff26d8030cf416cd34a451cbb25ba32b38669a820d706d14953ee3543f3946262e63877bb875e2b1,010001,e50b50f8f14b6695cb28e4947f3aa40120e310215da9f9821c0515a75828593f9aeb1f5c140464f78d72e48ad64e27c871f07f86c1d4b5998127fb056468f5256c240ac150fbda6bdf1a5a60f9f5a8a6738d1bee78b1db826907dea932d6f8f4ef271fd99b3da86ff2a8270d9069e205964ecb668e4137d9cb31f45be0cb5cfc9ef8a4c129e06d9d77d36d733deee31019047c9d266aff37b50d20d2c3d8850a4550414bd53d2f965a8efb3d668a8063a571775303e07d8344f70bb93f8831cd,7.525893359
7,b992802647f007c83a78c39ed0cebd29fcc1b1a528dd330f6984ea38ca0464a31562564bff92e0d304c14cb307b5131dc0bb54b806748d077daa025c27f5f88ee05d1aad0dbaa3bd75a5d39f360bbff489d54fedeb2333541481413f7eb29415d867942879a62a26510040ca33fca0cf08409cb7b55b57e5d65a366383af1e8e8c3849000b6bda72eb5aaa7f16d130137c0ce6489be9bc6c6769f716d1e6c4a11030d3ee6876f5144939705ccb369fc749b438c68fd9cbf85ac16865c53234fa922d35f012dcda01d790c1b54ac590922535f9229e48ec40a132b78c09abb5b6ba96630df4ffcf253d3b96e2000710962e036234fa776846884b0d746318a40b6e99a399f5be265317e4204f4c293fafa394fd74996e2a4df47ecdd1ec87a3fad56b9950e955a6d960bcc9e826671feba28ab26267017d13cc20555810f975b2bae439877571cee7fb863ec400a101d5249446c4b8e236948e75ccd016361de582559e3f9ff3ca4744c6fd97f7d313bd4d198b156ae6d4ecf5309ca2d4b68005,010001,d4abfc16f68330e6baf2b0f56adbc9a5b3faa92a584a28ba6259950b677c96ba9f753407747ddebd4df9b333835b7ada0f8f76e05c4e205ce0f80b1df0f12dcf56b25419892fd134e0940a9b4c5bcd49fed246de9e483a04a1c699b7b01b6d806af9c44d9a592e4d934188c8e5d65b3d874b71076139c9bf8d75e6ece6e62d47c454175fa62f3d3ac47aca5fe3459a3f347442fdf479835af2a81d9193be05ecf55173f7a08b98648a10adfda77760a1abd314e14898d5258fcb5534063975ef,21.739884915
8,c8ca790f693a44c99b205571b4af72fd5643e066fbb1b4267d1dd4ad30e23f5d52fe66cd5eda27aeebf65192d9a1bc072917fa9064f940b63c426333439ad50ab861b6f77f5d2b6119982ba6d237fdfa6bab81a83e12b0bfc6729193e27975b23207d451903413b3fdd4bded87fe4f2f701362c3b149ddf35630b7861ede2db2c0b13c991d068d91cb3f9b1fce640adb2b9cd1fb583f051ee07c47fb8dd796f2bffdf7197c26135d173cbb0530310b7dc9341ef3f0b479e1998b501a9274520bf4fd86c139a4bac780888d41002c098e36f8877afbdb6ed597a7d47bed6f485d2221f107dcd7f3ee595fbf066c7cd29ab178430c98465c0a1bd7151b6e89408c891bad28507513c76b6ad8ee3bd52c2595542915c03945bd0a86b6e74c292fccf591733ae167b7b97ddec44b423c8e168106c5efa3510b93923287f69573b97297f21cb6ddd1e62cfcfc615b923052fc2d9444934f2cddbb9649bb92644837e944577966df3e016205fd9b03db7a7e084e1545819e489884def54b3e6eedcb1b,010001,d3bd1b8a9eba028a410a43577383ddd9ea650181bc834cae1b930b92f00f21f1b5dc092d240413e72187b7a1a4c80c0cc478fe662c96e9ce82f449d3acb3edf9b83632eb7dd4c83eed4f48fb42c0ab7cf83a9bde6a5befdc0971f43ad699b564872194a8596d4f6521e5edb0ec7ad9c5a6efd622a0f0cb994b07674b909f77b0e2ced0fefe6a723685e116114c4849ada93868deb2314addd9624748bfcb980016223ef64267f60854cab0ef1b57bc0efbfc86c5d45aac1809dc790450395059,19.993885060
9,9e486ca7e05349307cd67f527f8a0c4e4e5ffe570069d5a55fa48d3cff1bfee84b3faca1ec1ba4c9ad2a65a1d7de0c82d7472015b08c1c3962cb4bb618f1c72f403a20cb0540dbba154441618aa1d5364f8dbbfd84d3c3781a994d2eac1e7e2334e1438104a3e659ba44041bffabf16e33cfb51c28fde2e0bb0d48e6714721aaecd5b76f5acb214d4397f21310b17ad4fdbacbd906650b4617c4f6fbfbaa6b0692c7553cd4b5210a99431bdbd4d108b2a94da8450d29bb40158927d1305e1978a2b4190f9ab951239cdc8e9b5ecd85aa733b8d50729eb63a2b06ec078b33d1ddc7d5dacee55258a82ab3f06bcdae0f72f9465bf3ae649a2940490d48777114e9dfde07add1bd7218b8f8097bacedf018079c683b7cb227c365b95b08821894e38e2871179d1a6893525b50ac7741e1a81b33d010e946a044748a0cff3d60299fa8ac64d829ff95c1529ea95cd2efacbd31fbcb9f14a3ba26f3b01ae1263d5514b4760eec2844a82572540b546ab26f3679b6d7e78b317188fa71bd9f8a43e66f,010001,cee4644fd50f8083a681126116e3f3f44813d5012441cf970d84873acf8905f8fdf13cadd12350b72f9e8fc92d350d547ef82e45bd4bcee7e0bffb932ba9b45de6af5207c2a91691578f5e5f70edc44d12e51f5b512da11cf8d4c9e078f95652e996de429080b56518dd3922acaa9892e513c250a026a916d81c3825ab862be743e11a0d7a9d0eb3e3007cb2fa6e1b66722e89e42df4fb2c7368fbd6899ca16da1342d7cdefa8b9da34feb8f3c55286ab7edf4c9cd33687e4ada97cd8274f5d3,59.632882677
