duration,duration_extra,return_code
0.014587957,0.000000000,0000
0.015419859,0.000000000,0000
0.015552789,0.000000000,0000
0.015019290,0.000000000,0000
0.014909433,0.000000000,0000
0.014982487,0.000000000,0000
0.015091630,0.000000000,0000
0.014974184,0.000000000,0000
0.014420890,0.000000000,0000
0.014521884,0.000000000,0000
0.015361646,0.000000000,0000
0.014527389,0.000000000,0000
0.014980232,0.000000000,0000
0.015182169,0.000000000,0000
0.015411654,0.000000000,0000
0.015270024,0.000000000,0000
0.015107046,0.000000000,0000
0.014968990,0.000000000,0000
0.015449954,0.000000000,0000
0.014495389,0.000000000,0000
0.014978818,0.000000000,0000
0.014988400,0.000000000,0000
0.014904634,0.000000000,0000
0.014967249,0.000000000,0000
0.014917606,0.000000000,0000
0.014980547,0.000000000,0000
0.015087496,0.000000000,0000
0.014980870,0.000000000,0000
0.015459229,0.000000000,0000
0.014489940,0.000000000,0000
0.014983931,0.000000000,0000
0.015344038,0.000000000,0000
0.014541043,0.000000000,0000
0.014984186,0.000000000,0000
0.014909630,0.000000000,0000
0.014982436,0.000000000,0000
0.015080192,0.000000000,0000
0.014983566,0.000000000,0000
0.015475554,0.000000000,0000
0.015473570,0.000000000,0000
0.014981085,0.000000000,0000
0.014982396,0.000000000,0000
0.014979799,0.000000000,0000
0.014920610,0.000000000,0000
0.015292524,0.000000000,0000
0.015355563,0.000000000,0000
0.015228102,0.000000000,0000
0.015125051,0.000000000,0000
0.014968742,0.000000000,0000
0.015002072,0.000000000,0000
0.015394307,0.000000000,0000
0.014932670,0.000000000,0000
0.014564963,0.000000000,0000
0.015273923,0.000000000,0000
0.015399403,0.000000000,0000
0.014369604,0.000000000,0000
0.015423280,0.000000000,0000
0.015400483,0.000000000,0000
0.015524471,0.000000000,0000
0.015448684,0.000000000,0000
0.014976622,0.000000000,0000
0.014426524,0.000000000,0000
0.014533611,0.000000000,0000
0.014997611,0.000000000,0000
0.015240660,0.000000000,0000
0.015348015,0.000000000,0000
0.015508373,0.000000000,0000
0.015397410,0.000000000,0000
0.015269902,0.000000000,0000
0.015016169,0.000000000,0000
0.014857143,0.000000000,0000
0.014987808,0.000000000,0000
0.015083013,0.000000000,0000
0.014996145,0.000000000,0000
0.014988110,0.000000000,0000
0.015034114,0.000000000,0000
0.014950600,0.000000000,0000
0.014963919,0.000000000,0000
0.014964157,0.000000000,0000
0.015087103,0.000000000,0000
0.014983556,0.000000000,0000
0.015001747,0.000000000,0000
0.014958348,0.000000000,0000
0.014976618,0.000000000,0000
0.014988937,0.000000000,0000
0.014976004,0.000000000,0000
0.014861704,0.000000000,0000
0.014990209,0.000000000,0000
0.014967451,0.000000000,0000
0.015087500,0.000000000,0000
0.014976862,0.000000000,0000
0.014995027,0.000000000,0000
0.014966203,0.000000000,0000
0.014983257,0.000000000,0000
0.014978042,0.000000000,0000
0.014977153,0.000000000,0000
0.015078690,0.000000000,0000
0.015503012,0.000000000,0000
0.015318656,0.000000000,0000
0.014938362,0.000000000,0000
0.015022603,0.000000000,0000
0.014978012,0.000000000,0000
0.014989176,0.000000000,0000
0.014966570,0.000000000,0000
0.015014444,0.000000000,0000
0.014945325,0.000000000,0000
0.014948339,0.000000000,0000
0.015106667,0.000000000,0000
0.015502929,0.000000000,0000
0.015251921,0.000000000,0000
0.015076275,0.000000000,0000
0.014985960,0.000000000,0000
0.014983569,0.000000000,0000
0.014976934,0.000000000,0000
0.014977990,0.000000000,0000
0.014989766,0.000000000,0000
0.014948496,0.000000000,0000
0.014942234,0.000000000,0000
0.015023651,0.000000000,0000
0.015539374,0.000000000,0000
0.015388705,0.000000000,0000
0.014993106,0.000000000,0000
0.014998759,0.000000000,0000
0.014980478,0.000000000,0000
0.014975366,0.000000000,0000
0.014974901,0.000000000,0000
0.014998780,0.000000000,0000
0.014967478,0.000000000,0000
0.014866139,0.000000000,0000
0.015057966,0.000000000,0000
0.014991503,0.000000000,0000
0.014994234,0.000000000,0000
0.014975647,0.000000000,0000
0.014982875,0.000000000,0000
0.014981087,0.000000000,0000
0.014907246,0.000000000,0000
0.014991434,0.000000000,0000
0.014981512,0.000000000,0000
0.015105201,0.000000000,0000
0.015499490,0.000000000,0000
0.015269875,0.000000000,0000
0.015028250,0.000000000,0000
0.014989653,0.000000000,0000
0.014970543,0.000000000,0000
0.014824746,0.000000000,0000
0.014975573,0.000000000,0000
0.015100693,0.000000000,0000
0.014956698,0.000000000,0000
0.014941427,0.000000000,0000
0.015166136,0.000000000,0000
0.015852497,0.000000000,0000
0.015000755,0.000000000,0000
0.015075418,0.000000000,0000
0.014510429,0.000000000,0000
0.014448102,0.000000000,0000
0.015430674,0.000000000,0000
0.014942684,0.000000000,0000
0.014572554,0.000000000,0000
0.014912017,0.000000000,0000
0.015327455,0.000000000,0000
0.014652232,0.000000000,0000
0.014591852,0.000000000,0000
0.015394602,0.000000000,0000
0.014975980,0.000000000,0000
0.015433246,0.000000000,0000
0.014517022,0.000000000,0000
0.015406018,0.000000000,0000
0.014899975,0.000000000,0000
0.015514316,0.000000000,0000
0.015047777,0.000000000,0000
0.014912987,0.000000000,0000
0.014979820,0.000000000,0000
0.015084588,0.000000000,0000
0.014985956,0.000000000,0000
0.015455487,0.000000000,0000
0.014498554,0.000000000,0000
0.014978451,0.000000000,0000
0.014355774,0.000000000,0000
0.014542669,0.000000000,0000
0.015217539,0.000000000,0000
0.014354366,0.000000000,0000
0.015405270,0.000000000,0000
0.014998068,0.000000000,0000
0.014970761,0.000000000,0000
0.015410722,0.000000000,0000
0.014519625,0.000000000,0000
0.014992405,0.000000000,0000
0.015314642,0.000000000,0000
0.014525306,0.000000000,0000
0.015268838,0.000000000,0000
0.015365592,0.000000000,0000
0.015293536,0.000000000,0000
0.015092232,0.000000000,0000
0.014977734,0.000000000,0000
0.015449624,0.000000000,0000
0.014485821,0.000000000,0000
0.015414352,0.000000000,0000
0.014560057,0.000000000,0000
0.015012857,0.000000000,0000
0.015198429,0.000000000,0000
0.015364624,0.000000000,0000
0.015309408,0.000000000,0000
0.015578774,0.000000000,0000
0.015361637,0.000000000,0000
0.015011927,0.000000000,0000
0.014973164,0.000000000,0000
0.015426048,0.000000000,0000
0.014528164,0.000000000,0000
0.014978041,0.000000000,0000
0.015332290,0.000000000,0000
0.014413878,0.000000000,0000
0.015320831,0.000000000,0000
0.014746036,0.000000000,0000
0.015028927,0.000000000,0000
0.015509071,0.000000000,0000
0.014469141,0.000000000,0000
0.014969424,0.000000000,0000
0.015424651,0.000000000,0000
0.014541705,0.000000000,0000
0.015302360,0.000000000,0000
0.015457717,0.000000000,0000
0.015106008,0.000000000,0000
0.014916371,0.000000000,0000
0.015047233,0.000000000,0000
0.014530299,0.000000000,0000
0.014461207,0.000000000,0000
0.015468121,0.000000000,0000
0.014494326,0.000000000,0000
0.014971382,0.000000000,0000
0.015323096,0.000000000,0000
0.014521823,0.000000000,0000
0.015192595,0.000000000,0000
0.014780090,0.000000000,0000
0.015039290,0.000000000,0000
0.014475168,0.000000000,0000
0.014506082,0.000000000,0000
0.014395439,0.000000000,0000
0.014558264,0.000000000,0000
0.014918449,0.000000000,0000
0.014842530,0.000000000,0000
0.014963821,0.000000000,0000
0.014999961,0.000000000,0000
0.015050146,0.000000000,0000
0.015063914,0.000000000,0000
0.015003138,0.000000000,0000
0.015042250,0.000000000,0000
0.014966014,0.000000000,0000
0.014962485,0.000000000,0000
0.015002252,0.000000000,0000
0.014946645,0.000000000,0000
0.015190435,0.000000000,0000
0.015394148,0.000000000,0000
0.015283118,0.000000000,0000
0.015065199,0.000000000,0000
0.015003740,0.000000000,0000
0.014969887,0.000000000,0000
0.014413781,0.000000000,0000
0.014937485,0.000000000,0000
0.014481392,0.000000000,0000
0.015051560,0.000000000,0000
0.015198524,0.000000000,0000
0.015402602,0.000000000,0000
0.015369931,0.000000000,0000
0.014495730,0.000000000,0000
0.015472691,0.000000000,0000
0.014967624,0.000000000,0000
0.015424339,0.000000000,0000
0.014540631,0.000000000,0000
0.014976390,0.000000000,0000
0.014949807,0.000000000,0000
0.015308338,0.000000000,0000
0.014553304,0.000000000,0000
0.015084606,0.000000000,0000
0.014486487,0.000000000,0000
0.015488161,0.000000000,0000
0.014975725,0.000000000,0000
0.014390805,0.000000000,0000
0.014580588,0.000000000,0000
0.014959102,0.000000000,0000
0.014922890,0.000000000,0000
0.014914103,0.000000000,0000
0.014980229,0.000000000,0000
0.015087902,0.000000000,0000
0.014979575,0.000000000,0000
0.014983297,0.000000000,0000
0.014911267,0.000000000,0000
0.014409099,0.000000000,0000
0.014588111,0.000000000,0000
0.014910212,0.000000000,0000
0.015310289,0.000000000,0000
0.015406890,0.000000000,0000
0.015167543,0.000000000,0000
0.015088694,0.000000000,0000
0.014980088,0.000000000,0000
0.015002822,0.000000000,0000
0.014946966,0.000000000,0000
0.014979789,0.000000000,0000
0.015352976,0.000000000,0000
0.014511385,0.000000000,0000
0.015342608,0.000000000,0000
0.015372059,0.000000000,0000
0.015303725,0.000000000,0000
0.015583645,0.000000000,0000
0.015363722,0.000000000,0000
0.015010268,0.000000000,0000
0.014976165,0.000000000,0000
0.014974736,0.000000000,0000
0.015376962,0.000000000,0000
0.014635618,0.000000000,0000
0.015282351,0.000000000,0000
0.015504231,0.000000000,0000
0.015037814,0.000000000,0000
0.014908123,0.000000000,0000
0.015104983,0.000000000,0000
0.015541228,0.000000000,0000
0.015361588,0.000000000,0000
0.014476400,0.000000000,0000
0.014450941,0.000000000,0000
0.014949191,0.000000000,0000
0.014960534,0.000000000,0000
0.014843313,0.000000000,0000
0.015007628,0.000000000,0000
0.014991685,0.000000000,0000
0.015050317,0.000000000,0000
0.015010733,0.000000000,0000
0.015021427,0.000000000,0000
0.015025090,0.000000000,0000
0.014995867,0.000000000,0000
0.014967098,0.000000000,0000
0.015354541,0.000000000,0000
0.014536981,0.000000000,0000
0.014976277,0.000000000,0000
0.015219530,0.000000000,0000
0.015583826,0.000000000,0000
0.015068950,0.000000000,0000
0.015087229,0.000000000,0000
0.014981266,0.000000000,0000
0.014974436,0.000000000,0000
0.014975268,0.000000000,0000
0.014988470,0.000000000,0000
0.014977215,0.000000000,0000
0.015351238,0.000000000,0000
0.014944260,0.000000000,0000
0.014613391,0.000000000,0000
0.014970847,0.000000000,0000
